词语, 词性种类, 词义数, 词义序号, 情感分类, 强度, 极性, 辅助情感分类, 强度, 极性, , , 
杵臼之交, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
强而后可, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
束缊请火, idiom, 2.0, 2.0, PH, 5.0, 1.0, , , , , , 
春风夏雨, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
口碑载道　, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
歃血为盟　, idiom, 1.0, 1.0, PH, 5.0, 1.0, PG, 5.0, 1.0, , , 
物以类聚　, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
承欢膝下　, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
屈高就下　, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
燕雀相贺　, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
自崖而反　, idiom, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
雨过天青, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
不食之地, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
沃野千里, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
曲径通幽, idiom, 1.0, 1.0, PE, 5.0, 1.0, , , , , , 
前不巴村，后不巴店, idiom, 1.0, 1.0, NB, 5.0, 2.0, NJ, 5.0, 2.0, , , 
卧榻之侧，岂容他人鼾睡, idiom, 1.0, 1.0, NA, 7.0, 2.0, , , , , , 
奇光异彩, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
明日黄花, idiom, 1.0, 1.0, NB, 5.0, 2.0, NN, 5.0, 2.0, , , 
金石丝竹, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
文房四宝, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
琼林玉树, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
巍然屹立, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
死而后已, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
名家, noun, 1.0, 1.0, PH, 7.0, 1.0, PD, 5.0, 1.0, , , 
名士, noun, 1.0, 1.0, PH, 7.0, 1.0, PD, 5.0, 1.0, , , 
明断, verb, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
莫逆, noun, 1.0, 1.0, PB, 7.0, 1.0, , , , , , 
拿手, noun, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
哀天叫地, idiom, 1.0, 1.0, NB, 9.0, 0.0, , , , , , 
爱博而情不专, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
爱莫能助, idiom, 1.0, 1.0, NJ, 5.0, 0.0, NB, 5.0, 0.0, , , 
爱礼存羊, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
安常履顺, idiom, 1.0, 1.0, PE, 5.0, 0.0, , , , , , 
安魂定魄, idiom, 1.0, 1.0, PE, 5.0, 1.0, , , , , , 
安生服业, idiom, 1.0, 1.0, PE, 5.0, 1.0, , , , , , 
安故重迁, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
案无留牍, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
暗室不欺, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
昂头挺胸, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
傲慢少礼, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
傲雪凌霜, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
鳌头独占, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
八面莹澈, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
拔山超海, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
拔群出萃, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
霸王别姬, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
白蜡明经, idiom, 1.0, 1.0, NJ, 5.0, 0.0, NE, 5.0, 0.0, , , 
白衣公卿, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
百二河山, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
百举百全, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
百万雄师, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
败事有馀，成事不足, idiom, 1.0, 1.0, NN, 9.0, 2.0, , , , , , 
拜倒辕门, idiom, 1.0, 1.0, PD, 7.0, 1.0, , , , , , 
搬脣弄舌, idiom, 1.0, 1.0, ND, 5.0, 2.0, NN, 5.0, 2.0, , , 
半间不界, idiom, 3.0, 3.0, NN, 5.0, 2.0, , , , , , 
棒打鸳鸯, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
饱暖生淫欲, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
报仇雪耻, idiom, 1.0, 1.0, ND, 5.0, 0.0, , , , , , 
抱打不平, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
抱瓮出灌, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
暴取豪夺, idiom, 1.0, 1.0, ND, 9.0, 2.0, , , , , , 
杯酒言欢, idiom, 1.0, 1.0, PA, 5.0, 0.0, , , , , , 
悲从中来, idiom, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
背公营私, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
背本就末, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
悖言乱辞, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
鼻孔朝天, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
喧闹, verb, 1.0, 1.0, NE, 5.0, 0.0, , , , , , 
雪冤, noun, 1.0, 1.0, PA, 5.0, 0.0, ND, 5.0, 0.0, , , 
血晕, noun, 2.0, 2.0, NC, 5.0, 0.0, , , , , , 
殉职, noun, 1.0, 1.0, NB, 5.0, 0.0, PD, 5.0, 0.0, , , 
烟霭, noun, 1.0, 1.0, PB, 5.0, 0.0, , , , , , 
眼泪, noun, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
志骄意满, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
栉比鳞次, idiom, 1.0, 1.0, PB, 5.0, 0.0, , , , , , 
掷地有声, idiom, 2.0, 2.0, PD, 5.0, 1.0, , , , , , 
智均力敌, idiom, 1.0, 1.0, PE, 5.0, 0.0, , , , , , 
智圆行方, idiom, 2.0, 2.0, PH, 5.0, 1.0, , , , , , 
雉伏鼠窜, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
中河失舟，一壶千金, idiom, 1.0, 1.0, PB, 5.0, 0.0, PH, 5.0, 0.0, , , 
终南捷径, idiom, 1.0, 1.0, PA, 5.0, 0.0, PB, 5.0, 0.0, , , 
钟漏并歇, idiom, 2.0, 2.0, NB, 5.0, 0.0, , , , , , 
踵迹相接, idiom, 1.0, 1.0, NE, 5.0, 0.0, , , , , , 
众怒难犯, idiom, 1.0, 1.0, NC, 5.0, 0.0, , , , , , 
重男轻女, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
重赏之下，必有勇夫, idiom, 1.0, 1.0, NN, 3.0, 0.0, , , , , , 
周规折矩, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
肘胁之患, idiom, 1.0, 1.0, NC, 5.0, 2.0, , , , , , 
昼想夜梦, idiom, 1.0, 1.0, PF, 7.0, 0.0, , , , , , 
朱甍碧瓦, idiom, 1.0, 1.0, PB, 7.0, 1.0, , , , , , 
诛求不已, idiom, 1.0, 1.0, ND, 9.0, 2.0, , , , , , 
珠沉玉磒, idiom, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
珠零锦粲, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
铢寸累积, idiom, 1.0, 1.0, PD, 5.0, 1.0, , , , , , 
铢积寸累, idiom, 1.0, 1.0, PD, 5.0, 1.0, , , , , , 
逐句逐字, idiom, 1.0, 1.0, PD, 5.0, 1.0, , , , , , 
逐流忘返, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
逐机应变, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
主敬存诚, idiom, 1.0, 1.0, PD, 7.0, 1.0, PG, 7.0, 1.0, , , 
助人下石, idiom, 1.0, 1.0, ND, 5.0, 2.0, , , , , , 
驻颜益寿, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
祝鮀之佞, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
抓耳搔腮, idiom, 1.0, 1.0, NI, 5.0, 0.0, NE, 5.0, 0.0, , , 
拽巷攞街, idiom, 1.0, 1.0, NC, 5.0, 0.0, , , , , , 
转灾为福, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
妆聋做哑, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
追风逐日, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
追根究蒂, idiom, 1.0, 1.0, NL, 5.0, 0.0, PH, 3.0, 1.0, , , 
追魂夺魄, idiom, 1.0, 1.0, NC, 7.0, 2.0, NN, 7.0, 2.0, , , 
追欢卖笑, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
拙口笨腮, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
捉风捕月, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
捉襟肘见, idiom, 1.0, 1.0, NG, 7.0, 2.0, NE, 5.0, 2.0, , , 
浊质凡姿, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
酌古斟今, idiom, 1.0, 1.0, PH, 1.0, 0.0, , , , , , 
孜孜汲汲, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
孳孳矻矻, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
恣情纵欲, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
足不窥户, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
足高气扬, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
祖功宗德, idiom, 1.0, 1.0, PD, 7.0, 1.0, PH, 7.0, 1.0, , , 
钻心刺骨, idiom, 1.0, 1.0, NC, 7.0, 0.0, , , , , , 
钻洞觅缝, idiom, 1.0, 1.0, PK, 5.0, 0.0, NE, 3.0, 0.0, , , 
醉山颓倒, idiom, 1.0, 1.0, PE, 3.0, 0.0, , , , , , 
尊俎折冲, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
遵养时晦, idiom, 1.0, 1.0, PE, 5.0, 0.0, PH, 3.0, 0.0, , , 
左枝右梧, idiom, 1.0, 1.0, NI, 5.0, 2.0, , , , , , 
左辅右弼, idiom, 1.0, 1.0, PH, 3.0, 0.0, PA, 3.0, 0.0, , , 
作好作歹, idiom, 1.0, 1.0, NI, 5.0, 0.0, , , , , , 
作辍无常, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
坐失良机, idiom, 1.0, 1.0, NJ, 5.0, 2.0, NB, 5.0, 2.0, , , 
坐收渔利, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
坐视成败, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
坐树无言, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
做好做歹, idiom, 1.0, 1.0, NI, 5.0, 0.0, , , , , , 
凿空投隙, idiom, 1.0, 1.0, ND, 5.0, 2.0, , , , , , 
哀悼, verb, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
爱称, noun, 1.0, 1.0, PB, 7.0, 1.0, , , , , , 
暧暧, adj, 1.0, 1.0, NL, 3.0, 0.0, PA, 3.0, 0.0, , , 
安息, verb, 7.0, 2.0, NB, 5.0, 1.0, , , , , , 
投章摘句, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
巧言如簧, idiom, 1.0, 1.0, ND, 5.0, 2.0, NN, 5.0, 2.0, , , 
心术不正, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
装神弄鬼, idiom, 1.0, 1.0, ND, 5.0, 2.0, , , , , , 
欲加之罪，何患无辞, idiom, 1.0, 1.0, ND, 7.0, 2.0, , , , , , 
削木为吏, idiom, 1.0, 1.0, ND, 9.0, 2.0, , , , , , 
蛇蝎为心, idiom, 1.0, 1.0, ND, 9.0, 2.0, , , , , , 
血债累累, idiom, 1.0, 1.0, ND, 9.0, 2.0, , , , , , 
雨后送伞, idiom, 1.0, 1.0, ND, 9.0, 2.0, , , , , , 
十日所视，十手所指, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
食而不知其味, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
佯为不知, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
冒名项替, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
孤行已见, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
不因人热, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
气焰熏天, idiom, 1.0, 1.0, NN, 9.0, 2.0, , , , , , 
衣锦还乡, idiom, 1.0, 1.0, PH, 7.0, 2.0, , , , , , 
人心不足蛇吞象, idiom, 1.0, 1.0, NN, 9.0, 2.0, , , , , , 
各人自扫门前雪，莫管他人瓦上霜, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
三日打鱼，两日晒网, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
前怕狼，后怕虎, idiom, 1.0, 1.0, NN, 5.0, 2.0, NC, 5.0, 2.0, , , 
俭不中礼, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
见利思义, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
见神见鬼, idiom, 1.0, 1.0, NL, 5.0, 2.0, , , , , , 
见貌辨色, idiom, 1.0, 1.0, NN, 3.0, 0.0, , , , , , 
见缝插针, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
剑及屦及, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
谏尸谤屠, idiom, 1.0, 1.0, NJ, 5.0, 2.0, , , , , , 
江左夷吾, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
将无作有, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
降心俯首, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
交能易作, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
骄佚奢淫, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
胶鬲之困, idiom, 1.0, 1.0, NE, 5.0, 0.0, NI, 5.0, 0.0, , , 
焦脣乾舌, idiom, 1.0, 1.0, NE, 5.0, 2.0, , , , , , 
挢抂过正, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
斠若画一, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
诘屈磝碻, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
洁身累行, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
桀骜不逊, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
截镫留鞭, idiom, 1.0, 1.0, PF, 5.0, 0.0, , , , , , 
解衣磅礴, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
借面吊丧, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
今是昔非, idiom, 1.0, 1.0, NJ, 5.0, 0.0, NH, 5.0, 0.0, , , 
金玉锦绣, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
金光盖地, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
金枷玉锁, idiom, 1.0, 1.0, NE, 5.0, 2.0, , , , , , 
金章玉句, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
金榜题名, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
金声玉服, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
金镶玉裹, idiom, 1.0, 1.0, PH, 5.0, 3.0, NN, 3.0, 3.0, , , 
锦瑟华年, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
锦囊玉轴, idiom, 1.0, 1.0, PH, 5.0, 1.0, PB, 5.0, 1.0, , , 
进利除害, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
进退失踞, idiom, 1.0, 1.0, NI, 5.0, 0.0, NE, 5.0, 0.0, , , 
进退唯谷, idiom, 1.0, 1.0, NE, 5.0, 0.0, , , , , , 
进退无路, idiom, 1.0, 1.0, NE, 5.0, 0.0, , , , , , 
进退应矩, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
进善惩恶, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
进贤退佞, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
进贤黜奸, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
禁鼎一脔, idiom, 1.0, 1.0, PH, 7.0, 1.0, PB, 7.0, 1.0, , , 
惊心吊魄, idiom, 1.0, 1.0, NC, 7.0, 0.0, PC, 7.0, 0.0, , , 
惊心悲魄, idiom, 1.0, 1.0, NC, 7.0, 0.0, NB, 7.0, 0.0, , , 
惊世震俗, idiom, 1.0, 1.0, PC, 9.0, 0.0, , , , , , 
惊皇失措, idiom, 1.0, 1.0, NI, 7.0, 2.0, , , , , , 
惊魂失魄, idiom, 1.0, 1.0, NC, 7.0, 0.0, PC, 7.0, 0.0, , , 
兢兢乾乾, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
井底虾蟆, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
景星麟凤, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
敬老恤贫, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
靖言庸违, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
镜里观花, idiom, 1.0, 1.0, NJ, 5.0, 2.0, NB, 5.0, 2.0, , , 
九仞一篑, idiom, 1.0, 1.0, NJ, 7.0, 2.0, , , , , , 
灸艾分痛, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
酒绿灯红, idiom, 1.0, 1.0, ND, 5.0, 2.0, NN, 5.0, 2.0, , , 
救急扶伤, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
拘文牵义, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
鞠躬尽力, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
率先, verb, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
落忍, adj, 1.0, 1.0, PE, 5.0, 1.0, , , , , , 
卖俏, verb, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
执友, noun, 1.0, 1.0, PB, 7.0, 1.0, PG, 7.0, 1.0, , , 
忠臣, noun, 1.0, 1.0, PH, 7.0, 1.0, PG, 7.0, 1.0, , , 
抚掌大笑, idiom, 1.0, 1.0, PA, 9.0, 0.0, , , , , , 
浓妆艳裹, idiom, 1.0, 1.0, PB, 7.0, 1.0, , , , , , 
期期艾艾, idiom, 1.0, 1.0, ND, 7.0, 0.0, NE, 5.0, 0.0, , , 
清风明月, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
耿耿于心, idiom, 1.0, 1.0, PF, 5.0, 0.0, NH, 5.0, 0.0, , , 
望云之情, idiom, 1.0, 1.0, PF, 7.0, 0.0, , , , , , 
豪情壮志, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
悉眉苦脸, idiom, 1.0, 1.0, NB, 7.0, 0.0, , , , , , 
人生如寄, idiom, 1.0, 1.0, NB, 7.0, 0.0, , , , , , 
力不能支, idiom, 1.0, 1.0, NJ, 5.0, 0.0, , , , , , 
无火之炊, idiom, 1.0, 1.0, NB, 7.0, 2.0, , , , , , 
疑团莫释, idiom, 1.0, 1.0, NL, 7.0, 0.0, , , , , , 
深信不疑, idiom, 1.0, 1.0, PG, 9.0, 0.0, , , , , , 
油然而生, idiom, 1.0, 1.0, PA, 7.0, 0.0, , , , , , 
如饥似渴, idiom, 1.0, 1.0, PK, 9.0, 0.0, , , , , , 
心向往之, idiom, 1.0, 1.0, PK, 7.0, 0.0, , , , , , 
衾影无惭, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
怀着鬼胎, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
人心惶惶, idiom, 1.0, 1.0, NI, 7.0, 2.0, , , , , , 
悬心吊胆, idiom, 1.0, 1.0, NI, 7.0, 2.0, , , , , , 
能近取譬, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
百感交集, idiom, 1.0, 1.0, PA, 7.0, 0.0, , , , , , 
无思无虑, idiom, 1.0, 1.0, PE, 7.0, 0.0, , , , , , 
兴致勃勃, idiom, 1.0, 1.0, PA, 5.0, 1.0, PB, 5.0, 1.0, , , 
娱心悦目, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
摩拳擦掌, idiom, 1.0, 1.0, PA, 7.0, 1.0, , , , , , 
爱别离苦, idiom, 1.0, 1.0, NB, 9.0, 0.0, , , , , , 
福分, noun, 1.0, 1.0, PH, 5.0, 1.0, PA, 5.0, 1.0, , , 
高论, noun, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
保藏, verb, 1.0, 1.0, PB, 5.0, 0.0, , , , , , 
报废, verb, 1.0, 1.0, NJ, 7.0, 2.0, , , , , , 
暴动, verb, 1.0, 1.0, NC, 7.0, 2.0, ND, 7.0, 2.0, , , 
暴卒, verb, 1.0, 1.0, NB, 7.0, 0.0, , , , , , 
背黑锅, verb, 1.0, 1.0, NA, 7.0, 2.0, , , , , , 
奔命, verb, 1.0, 1.0, PK, 5.0, 0.0, , , , , , 
本位主义, noun, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
笔伐, verb, 1.0, 1.0, ND, 5.0, 0.0, NA, 3.0, 0.0, , , 
碧油油, adj, 1.0, 1.0, PB, 5.0, 1.0, , , , , , 
边鄙, noun, 1.0, 1.0, NJ, 3.0, 0.0, NE, 3.0, 0.0, , , 
贬黜, verb, 1.0, 1.0, ND, 7.0, 2.0, , , , , , 
良药, noun, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
亮眼人, noun, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
伶俜, noun, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
流亡, verb, 1.0, 1.0, NB, 7.0, 0.0, , , , , , 
误场, verb, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
悟性, noun, 1.0, 1.0, PH, 3.0, 0.0, , , , , , 
息怒, verb, 1.0, 1.0, PE, 1.0, 0.0, , , , , , 
嬉戏, verb, 1.0, 1.0, PA, 5.0, 0.0, , , , , , 
洗手, verb, 2.0, 1.0, PH, 1.0, 0.0, , , , , , 
喜娘, noun, 1.0, 1.0, PA, 1.0, 0.0, , , , , , 
戏子, noun, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
侠客, noun, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
下饭, adj, 2.0, 2.0, PH, 3.0, 0.0, , , , , , 
下子, noun, 3.0, 3.0, PH, 1.0, 0.0, , , , , , 
先生, noun, 1.0, 1.0, PD, 3.0, 1.0, , , , , , 
鲜花, noun, 1.0, 1.0, PB, 5.0, 1.0, , , , , , 
闲话, noun, 3.0, 2.0, ND, 1.0, 2.0, , , , , , 
闲杂, noun, 1.0, 1.0, ND, 1.0, 0.0, , , , , , 
显达, adj, 1.0, 1.0, PH, 5.0, 0.0, , , , , , 
险隘, noun, 1.0, 1.0, PD, 1.0, 0.0, PG, 1.0, 0.0, , , 
现成饭, noun, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
陷入, verb, 1.0, 1.0, NE, 3.0, 0.0, , , , , , 
弱小, adj, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
萨噶达娃节, noun, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
散失, verb, 2.0, 1.0, NB, 3.0, 0.0, , , , , , 
丧失, noun, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
扫平, verb, 1.0, 1.0, PE, 5.0, 1.0, PH, 3.0, 1.0, , , 
森严, adj, 1.0, 1.0, NC, 5.0, 0.0, PH, 3.0, 0.0, , , 
傻笑, adj, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
潸潸, adj, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
善类, noun, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
伤悼, noun, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
商洽, noun, 1.0, 1.0, PG, 3.0, 0.0, , , , , , 
赏封, verb, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
上辈, verb, 1.0, 1.0, PD, 3.0, 1.0, , , , , , 
上风, noun, 1.0, 1.0, PH, 1.0, 1.0, , , , , , 
上升, verb, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
胖子, noun, 1.0, 1.0, PB, 3.0, 1.0, , , , , , 
炮舰外交, noun, 1.0, 1.0, ND, 5.0, 2.0, , , , , , 
跑肚, noun, 1.0, 1.0, NE, 3.0, 0.0, NB, 1.0, 0.0, , , 
跑墒, noun, 1.0, 1.0, NB, 5.0, 0.0, NE, 1.0, 0.0, , , 
陪葬, noun, 2.0, 1.0, NA, 5.0, 0.0, ND, 5.0, 0.0, , , 
赔礼, verb, 1.0, 1.0, NH, 5.0, 0.0, , , , , , 
抨弹, verb, 1.0, 1.0, NN, 8.0, 0.0, , , , , , 
碰钉子, noun, 1.0, 1.0, NE, 7.0, 0.0, , , , , , 
劈头, adj, 1.0, 1.0, NA, 1.0, 0.0, , , , , , 
貔虎, noun, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
偏生, adj, 2.0, 2.0, NJ, 3.0, 0.0, NE, 3.0, 0.0, , , 
翩跹, noun, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
缥缈, adj, 1.0, 1.0, PE, 3.0, 0.0, PA, 1.0, 0.0, , , 
飘溢, noun, 1.0, 1.0, PB, 5.0, 0.0, , , , , , 
品尝, verb, 1.0, 1.0, PA, 5.0, 0.0, , , , , , 
平反, noun, 1.0, 1.0, PE, 5.0, 0.0, PA, 3.0, 0.0, , , 
平列, noun, 1.0, 1.0, PH, 3.0, 0.0, , , , , , 
平实, adj, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
评理, verb, 1.0, 1.0, NL, 5.0, 0.0, NA, 3.0, 0.0, , , 
凭仗, verb, 1.0, 1.0, PG, 5.0, 0.0, NN, 3.0, 0.0, , , 
婆娘, noun, 2.0, 1.0, NN, 3.0, 0.0, , , , , , 
绝艺, noun, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
开吊, verb, 1.0, 1.0, NB, 7.0, 0.0, , , , , , 
可怜虫, noun, 1.0, 1.0, NN, 3.0, 0.0, , , , , , 
猿啼鹤唳, idiom, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
怨入骨髓, idiom, 1.0, 1.0, ND, 9.0, 0.0, , , , , , 
月缺花残, idiom, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
岳峙渊渟, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
云净天空, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
云舒霞卷, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
